transaction_id,user_id,product_id,category,quantity,unit_price,subtotal,discount_percent,discount_amount,tax_amount,shipping_fee,total_amount,payment_method,status,transaction_timestamp,delivery_pincode,delivery_city,delivery_state,delivery_country,expected_delivery_date,actual_delivery_date,customer_email,customer_phone,order_source,is_first_purchase,coupon_code
TXN-80DEAC69AF17,USER-379766,PROD-30866,clothing,3,3433,10299,15,1544.85,1575.75,0,10329.9,credit_card,completed,2025-08-04 20:29:09,81940,East David,Texas,CI,2025-08-08,2025-08-07,stevenscott@example.com,(699)812-4190,web,True,COUP7528
TXN-0DD5FB782E19,USER-444207,PROD-46517,clothing,1,2586,2586,5,129.3,442.21,0,2898.91,debit_card,completed,2025-09-07 07:41:09,52491,North Brittany,South Dakota,HN,2025-09-12,2025-09-10,terrykevin@example.net,+1-819-905-8651x850,mobile_web,False,COUP1626
TXN-9C2D037783D4,USER-213668,PROD-88193,toys,2,3031,6062,0,0.0,1091.16,0,7153.16,debit_card,completed,2025-08-23 13:36:09,14334,Yumouth,Virginia,DE,2025-08-28,2025-08-25,hthompson@example.net,998-577-6945x314,mobile_web,False,
TXN-D3BCFF5AA9C3,USER-101773,PROD-78146,automotive,2,45513,91026,10,9102.6,14746.21,0,96669.61,debit_card,completed,2025-11-12 09:50:09,98867,Hudsonfurt,Michigan,AT,2025-11-17,2025-11-18,lrosales@example.com,554.354.9480,mobile_app,True,COUP5920
TXN-CFF482F93CD5,USER-631756,PROD-50538,toys,1,2872,2872,0,0.0,516.96,0,3388.96,credit_card,completed,2025-08-24 10:01:09,32136,Freemanbury,Vermont,PY,2025-08-28,2025-08-30,bwest@example.org,736-734-9578x8568,mobile_web,False,
TXN-34F5822D9587,USER-525800,PROD-81819,electronics,1,20414,20414,0,0.0,3674.52,0,24088.52,debit_card,completed,2025-08-02 17:20:09,92625,Nelsonview,Iowa,CL,2025-08-06,2025-08-08,leslienewton@example.net,(333)574-9894,mobile_app,True,
TXN-0B1B7C0AD0D2,USER-790855,PROD-21114,books,2,1155,2310,5,115.5,395.01,0,2589.51,credit_card,cancelled,2025-09-30 10:29:09,39330,West Harry,Alabama,KN,2025-10-04,,joshuamccann@example.net,627-910-9477x7520,web,True,COUP1400
TXN-730F909F9C0C,USER-148458,PROD-42092,grocery,2,1301,2602,0,0.0,468.36,0,3070.36,credit_card,completed,2025-10-11 09:04:09,15454,South Travisshire,South Dakota,LA,2025-10-17,2025-10-16,hernandezlisa@example.com,831-986-9993,mobile_app,True,
TXN-4FF94020DF2F,USER-254739,PROD-95990,electronics,3,49715,149145,15,22371.75,22819.18,0,149592.43,upi,completed,2025-06-04 15:19:09,58529,Michellechester,Maryland,TN,2025-06-07,2025-06-10,lynchjody@example.org,+1-934-612-3281x2067,web,True,COUP8478
TXN-63C17A3A0B61,USER-239816,PROD-70901,automotive,1,37129,37129,20,7425.8,5346.58,0,35049.78,paypal,completed,2025-07-23 17:55:09,04779,West Jasmine,Vermont,PH,2025-07-30,2025-07-28,mcdanielsandra@example.net,001-336-218-3242,web,False,COUP8373
TXN-EB66084E0E9C,USER-371782,PROD-42406,books,1,1167,1167,0,0.0,210.06,0,1377.06,credit_card,completed,2025-09-30 23:27:09,22248,Brookeshire,Maine,OM,2025-10-05,2025-10-06,harrisonkevin@example.com,288-377-1906x594,web,True,
TXN-BC746DA8AD95,USER-258157,PROD-40311,toys,1,5884,5884,0,0.0,1059.12,0,6943.12,credit_card,completed,2025-08-02 18:45:09,30506,Port Emilyview,Oregon,BB,2025-08-06,2025-08-10,thomaspearson@example.com,(796)371-7565,mobile_app,False,
TXN-E3DA4A94E0CE,USER-907189,PROD-86556,electronics,1,38228,38228,0,0.0,6881.04,0,45109.04,credit_card,completed,2025-08-14 14:01:09,21580,Robertfort,Maine,HR,2025-08-21,2025-08-22,jcervantes@example.org,215.545.1680x876,mobile_web,True,
TXN-9EC924F9B244,USER-611945,PROD-38760,books,1,992,992,0,0.0,178.56,0,1170.56,debit_card,completed,2025-10-18 16:50:09,68453,Cindyfort,South Dakota,PA,2025-10-22,2025-10-24,harrisandrea@example.com,371.509.3248x086,mobile_web,True,
TXN-8DD0CA147B5F,USER-513160,PROD-87580,jewelry,1,87900,87900,5,4395.0,15030.9,0,98535.9,credit_card,completed,2025-11-17 23:24:09,15372,Valentineberg,New York,VC,2025-11-22,2025-11-20,william46@example.com,737.682.6398x2146,mobile_app,False,COUP6529
TXN-3EA00794168D,USER-898207,PROD-59692,books,1,963,963,0,0.0,173.34,0,1136.34,credit_card,completed,2025-09-02 00:07:09,00837,Jessicashire,Pennsylvania,KM,2025-09-05,2025-09-10,cgrimes@example.net,855.288.6753x3963,mobile_web,True,
TXN-F77A81FA0028,USER-890870,PROD-14067,sports,2,3666,7332,5,366.6,1253.77,0,8219.17,credit_card,completed,2025-10-31 13:35:09,42205,Thorntonfurt,Missouri,HR,2025-11-06,2025-11-07,tylerjohnson@example.net,001-851-471-8702,mobile_app,False,COUP3749
TXN-C5A8BD6B01BC,USER-735324,PROD-89593,clothing,4,1641,6564,0,0.0,1181.52,0,7745.52,credit_card,completed,2025-06-09 19:23:09,10308,Harringtonview,Michigan,VU,2025-06-13,2025-06-11,vsantos@example.net,+1-665-578-0913,mobile_web,True,
TXN-AD3A4FA938D4,USER-206851,PROD-49529,jewelry,2,16866,33732,5,1686.6,5768.17,0,37813.57,credit_card,completed,2025-06-13 20:44:09,98381,South Tiffanyville,New Hampshire,DM,2025-06-20,2025-06-20,rebecca05@example.org,855-562-3869x2221,mobile_app,True,COUP7882
TXN-ABA844BDF3F3,USER-962276,PROD-74251,clothing,4,3851,15404,5,770.2,2634.08,0,17267.88,upi,completed,2025-08-11 02:02:09,65731,East Steven,Kentucky,PK,2025-08-18,2025-08-18,elizabeth74@example.net,+1-921-675-9464,mobile_app,False,COUP8616
TXN-7F465F91AA5A,USER-556732,PROD-87656,books,3,760,2280,10,228.0,369.36,0,2421.36,credit_card,pending,2025-09-28 17:12:09,26612,Castanedaville,Kansas,MU,2025-10-05,,bailey40@example.net,(640)490-9743x9533,mobile_web,False,COUP6511
TXN-8B3116735BA0,USER-130094,PROD-74789,beauty,1,894,894,0,0.0,160.92,0,1054.92,credit_card,completed,2025-06-30 08:52:09,82846,Lake Debbieport,New Hampshire,AU,2025-07-05,2025-07-06,jessica14@example.com,001-662-732-8588x4247,web,True,
TXN-4CFF89849892,USER-189771,PROD-41635,toys,1,4202,4202,0,0.0,756.36,0,4958.36,debit_card,completed,2025-08-08 07:43:09,15596,Mccartyberg,Wisconsin,GR,2025-08-13,2025-08-11,zcoffey@example.net,(716)304-8175x496,mobile_app,True,
TXN-6293218D1808,USER-421080,PROD-97026,jewelry,1,49368,49368,5,2468.4,8441.93,0,55341.53,credit_card,completed,2025-09-06 20:04:09,88953,South Angel,Oklahoma,LR,2025-09-12,2025-09-10,deborahreid@example.com,001-446-812-0047x113,mobile_app,False,COUP4777
TXN-A440562316E8,USER-226516,PROD-35242,beauty,2,639,1278,20,255.6,184.03,0,1206.43,debit_card,completed,2025-07-29 23:02:09,59960,Ellenside,Nebraska,TZ,2025-08-05,2025-08-06,nicolepena@example.com,+1-764-205-3773x515,mobile_web,False,COUP2647
TXN-2BE7768CCCE2,USER-973074,PROD-35443,books,1,565,565,0,0.0,101.7,0,666.7,upi,completed,2025-11-19 06:13:09,52685,Jamesville,New Jersey,BW,2025-11-24,2025-11-26,darleneharper@example.org,5535293183,web,False,
TXN-30A3E84A5AEF,USER-207570,PROD-11607,jewelry,1,38268,38268,0,0.0,6888.24,0,45156.24,credit_card,completed,2025-07-31 03:56:09,43565,Port Rachel,Alabama,IS,2025-08-03,2025-08-05,vanessafernandez@example.org,402-605-3950,mobile_app,True,
TXN-B079DDA55604,USER-705050,PROD-92502,electronics,1,10443,10443,5,522.15,1785.75,0,11706.6,credit_card,refunded,2025-10-30 14:00:09,07369,Lake Robert,Delaware,CH,2025-11-05,,alvarezkimberly@example.net,001-917-283-9084,mobile_web,True,COUP9561
TXN-BC8AEE37C4B0,USER-498855,PROD-69049,grocery,3,658,1974,20,394.8,284.26,0,1863.46,credit_card,completed,2025-06-26 08:42:09,08473,Boonechester,Utah,CD,2025-06-30,2025-07-03,cjoseph@example.org,759-821-2499,web,False,COUP2330
TXN-428729AB399A,USER-264686,PROD-41439,home,1,18287,18287,0,0.0,3291.66,0,21578.66,debit_card,completed,2025-09-17 06:34:09,78802,Shawnchester,Connecticut,ME,2025-09-22,2025-09-24,farrelldebra@example.net,001-736-673-6576x6156,mobile_app,False,
TXN-2C236182CEAC,USER-174637,PROD-40595,books,1,1380,1380,10,138.0,223.56,0,1465.56,credit_card,completed,2025-10-03 11:39:09,49561,Lake Sandra,California,BW,2025-10-08,2025-10-11,daviscolin@example.net,(228)609-8851x656,web,True,COUP1977
TXN-C8C3473291B5,USER-273982,PROD-50319,jewelry,2,99167,198334,15,29750.1,30345.1,0,198929.0,credit_card,completed,2025-09-13 09:23:09,79197,Michaelshire,North Carolina,GH,2025-09-18,2025-09-19,dianewalker@example.org,(285)614-9368x998,mobile_web,False,COUP8172
TXN-73C9AC3A1F2F,USER-184349,PROD-88385,electronics,2,28813,57626,5,2881.3,9854.05,0,64598.75,credit_card,completed,2025-06-10 13:11:09,04295,West Jacqueline,Maryland,LU,2025-06-13,2025-06-18,adam29@example.net,(612)701-8366x7525,mobile_web,False,COUP1659
TXN-31BCD9713E74,USER-900177,PROD-32962,grocery,2,1112,2224,15,333.6,340.27,0,2230.67,credit_card,completed,2025-06-20 16:43:09,74896,North Ericton,Utah,BR,2025-06-26,2025-06-24,scott67@example.net,664.238.1561x497,mobile_app,False,COUP6260
TXN-1AA979DDFA42,USER-802685,PROD-23710,home,1,11007,11007,0,0.0,1981.26,0,12988.26,debit_card,completed,2025-07-13 06:19:09,29404,Joyceton,Alabama,GA,2025-07-16,2025-07-17,sierra24@example.com,810-276-2268x38851,mobile_app,False,
TXN-29A8761A15D2,USER-221552,PROD-62976,automotive,2,575,1150,5,57.5,196.65,0,1289.15,credit_card,completed,2025-08-29 12:00:09,57677,South Samanthamouth,Oregon,NP,2025-09-04,2025-09-05,amckinney@example.com,860-352-9751,mobile_app,True,COUP4335
TXN-8484417F8EC8,USER-380028,PROD-81987,home,1,9638,9638,5,481.9,1648.1,0,10804.2,credit_card,cancelled,2025-06-28 00:03:09,32392,Chapmanhaven,Colorado,MY,2025-07-02,,julie35@example.org,581-388-3552,mobile_app,True,COUP7684
TXN-822897DBC1C9,USER-197736,PROD-39451,clothing,3,4080,12240,5,612.0,2093.04,0,13721.04,credit_card,cancelled,2025-09-16 15:03:09,19695,Jamesberg,Wisconsin,PS,2025-09-21,,thompsonkendra@example.com,999.679.9552x717,mobile_app,False,COUP8736
TXN-139B94ECADFA,USER-355570,PROD-69871,automotive,1,9979,9979,15,1496.85,1526.79,0,10008.94,debit_card,pending,2025-11-12 22:59:09,36503,West Williamport,New Jersey,PG,2025-11-18,,brownmarie@example.org,+1-719-998-6798x0793,mobile_app,False,COUP1042
TXN-54382C1ED2AD,USER-396578,PROD-49132,jewelry,5,77011,385055,0,0.0,69309.9,0,454364.9,credit_card,completed,2025-09-02 21:13:09,66216,North Shannon,Michigan,LC,2025-09-09,2025-09-07,wagnergerald@example.org,001-777-288-9255x466,mobile_app,False,
TXN-851BE09E4801,USER-297816,PROD-41300,jewelry,1,51196,51196,10,5119.6,8293.75,0,54370.15,credit_card,completed,2025-06-02 19:24:09,83192,Cameronville,Oklahoma,GD,2025-06-06,2025-06-07,umitchell@example.net,+1-625-819-2546x291,web,True,COUP9229
TXN-24992501F0FC,USER-718849,PROD-53515,clothing,1,3906,3906,15,585.9,597.62,0,3917.72,credit_card,completed,2025-06-16 03:44:09,84844,Lisahaven,Colorado,KH,2025-06-22,2025-06-24,bromero@example.com,223-757-3322x1418,mobile_app,False,COUP7512
TXN-494260EC8021,USER-781403,PROD-20527,beauty,3,2912,8736,0,0.0,1572.48,0,10308.48,credit_card,completed,2025-07-28 14:46:09,81507,New Nicholas,Hawaii,EG,2025-08-04,2025-07-30,jenniferwilliams@example.com,+1-937-994-7383x47359,web,False,
TXN-94BF021968E4,USER-338536,PROD-21846,toys,2,1006,2012,10,201.2,325.94,0,2136.74,credit_card,completed,2025-09-15 07:46:09,37433,Shawchester,Hawaii,FR,2025-09-20,2025-09-23,moniquewilliams@example.com,(881)381-4124x782,web,False,COUP6873
TXN-45C11F353BF7,USER-493049,PROD-66450,home,1,8201,8201,5,410.05,1402.37,0,9193.32,upi,completed,2025-11-09 11:53:09,29603,Wilkersontown,Nebraska,BF,2025-11-15,2025-11-15,pshaw@example.com,253-605-1522,mobile_web,True,COUP9153
TXN-2F635FDA2DC1,USER-711484,PROD-28758,sports,2,7955,15910,0,0.0,2863.8,0,18773.8,debit_card,pending,2025-08-02 22:05:09,62426,Port Janice,New Hampshire,VE,2025-08-09,,bullockandrew@example.org,(389)286-1434,web,True,
TXN-9914DC3F3EDE,USER-563187,PROD-55293,jewelry,2,40210,80420,0,0.0,14475.6,0,94895.6,credit_card,completed,2025-10-10 18:54:09,31753,Fowlermouth,California,CG,2025-10-16,2025-10-12,bcarlson@example.net,793.324.6095x39621,web,False,
TXN-236AD4D2D637,USER-699704,PROD-57049,jewelry,5,39780,198900,0,0.0,35802.0,0,234702.0,net_banking,completed,2025-09-21 07:12:09,69452,South Morganton,South Dakota,MW,2025-09-24,2025-09-27,jon05@example.org,(931)495-2058x527,mobile_web,False,
TXN-EB0DBD13D2AA,USER-973294,PROD-47512,sports,2,10346,20692,0,0.0,3724.56,0,24416.56,credit_card,completed,2025-06-14 09:55:09,18176,Lake Kimberlymouth,Arizona,KE,2025-06-18,2025-06-21,bradleygonzalez@example.org,348-768-7403x45054,web,True,
TXN-D8C5A5CEBD7F,USER-423939,PROD-67779,electronics,1,38482,38482,0,0.0,6926.76,0,45408.76,paypal,completed,2025-08-16 02:36:09,57773,Paulfurt,Michigan,ER,2025-08-20,2025-08-24,xholt@example.net,716-616-9284x511,mobile_web,False,
TXN-8646C4FA4715,USER-656639,PROD-75771,books,1,436,436,10,43.6,70.63,50,513.03,debit_card,completed,2025-09-05 04:19:09,40674,Morrisonchester,Hawaii,FM,2025-09-08,2025-09-08,cbell@example.net,(996)240-1658x202,web,False,COUP6992
TXN-19A6CF3D94CA,USER-194689,PROD-61717,electronics,1,17831,17831,0,0.0,3209.58,0,21040.58,debit_card,completed,2025-07-03 18:56:09,17046,East Kimberlystad,Mississippi,MV,2025-07-08,2025-07-05,jacobserika@example.com,(271)492-8565x431,mobile_web,True,
TXN-7B59477FED5E,USER-594379,PROD-13280,jewelry,1,74584,74584,5,3729.2,12753.86,0,83608.66,debit_card,completed,2025-08-03 09:29:09,65911,Mcintyreville,Kentucky,IL,2025-08-09,2025-08-05,nlewis@example.com,001-373-612-1727x155,web,True,COUP1609
TXN-D6FF52A9E946,USER-419149,PROD-74569,clothing,1,1096,1096,5,54.8,187.42,0,1228.62,credit_card,completed,2025-06-04 14:22:09,39816,Lake Jenna,Vermont,DZ,2025-06-11,2025-06-11,laurahicks@example.org,923.470.5895,mobile_web,True,COUP7797
TXN-64900513C9E4,USER-786735,PROD-22978,grocery,1,1310,1310,20,262.0,188.64,0,1236.64,credit_card,completed,2025-08-08 17:33:09,80710,North Kylefort,North Dakota,NG,2025-08-13,2025-08-10,emorrow@example.org,317-478-5289x22680,mobile_web,False,COUP9920
TXN-041FEAA111FA,USER-776149,PROD-57012,electronics,1,26592,26592,20,5318.4,3829.25,0,25102.85,net_banking,completed,2025-11-06 10:35:09,40363,East Marcus,Virginia,GR,2025-11-13,2025-11-08,stacey84@example.org,438-442-4981x829,web,False,COUP4990
TXN-EB2B090CA451,USER-232040,PROD-84000,sports,2,1524,3048,5,152.4,521.21,0,3416.81,debit_card,completed,2025-10-01 20:59:09,86842,Meganshire,Arizona,AT,2025-10-05,2025-10-09,williamsdarlene@example.net,839-669-0784x473,mobile_web,True,COUP5542
TXN-3808F02EB8E2,USER-251716,PROD-27038,automotive,2,16926,33852,0,0.0,6093.36,0,39945.36,paypal,completed,2025-08-31 00:11:09,59947,Lake Brianmouth,Nebraska,RO,2025-09-05,2025-09-02,mharris@example.org,955-562-5881x53714,web,False,
TXN-3D84FCAEFCE4,USER-154944,PROD-26614,toys,1,4509,4509,0,0.0,811.62,0,5320.62,credit_card,completed,2025-07-02 04:20:09,18966,North Kellyfurt,South Carolina,NL,2025-07-09,2025-07-05,sydneybarrera@example.com,001-953-227-8774,mobile_web,True,
TXN-2F21DD550E21,USER-862569,PROD-96363,automotive,1,20267,20267,20,4053.4,2918.45,0,19132.05,credit_card,completed,2025-08-19 18:05:09,12303,Wagnerbury,Indiana,TV,2025-08-22,2025-08-24,brandon47@example.net,+1-874-280-1624x5650,mobile_web,False,COUP2204
TXN-14BD883D21D5,USER-184714,PROD-52219,jewelry,1,20442,20442,0,0.0,3679.56,0,24121.56,debit_card,completed,2025-09-07 19:10:09,75248,West Angela,California,MV,2025-09-14,2025-09-11,rduran@example.net,+1-891-221-6558x52398,mobile_app,False,
TXN-6980C0ECAC52,USER-203996,PROD-24996,automotive,3,47740,143220,0,0.0,25779.6,0,168999.6,paypal,completed,2025-08-05 19:22:09,06439,East Jenniferfort,North Dakota,PH,2025-08-08,2025-08-09,catherinerobertson@example.com,+1-652-969-4958x887,mobile_app,False,
TXN-FB6F022FE372,USER-797416,PROD-43408,beauty,2,775,1550,0,0.0,279.0,0,1829.0,credit_card,completed,2025-08-12 04:01:09,02681,Markville,Nebraska,TV,2025-08-17,2025-08-20,laura09@example.com,599-230-9728x962,web,True,
TXN-CDAE3285086E,USER-714953,PROD-83608,automotive,2,22103,44206,0,0.0,7957.08,0,52163.08,paypal,cancelled,2025-08-13 08:45:09,75548,East Andrewmouth,Nebraska,CZ,2025-08-18,,avaughn@example.net,001-997-702-8385x78652,mobile_web,False,
TXN-79928AC96E5D,USER-468727,PROD-23579,jewelry,1,67507,67507,5,3375.35,11543.7,0,75675.35,credit_card,completed,2025-07-10 20:41:09,72102,Ericaview,South Carolina,RO,2025-07-15,2025-07-16,susanramirez@example.com,644.637.5758,web,False,COUP1430
TXN-5E5F331FAB5A,USER-738577,PROD-96223,books,1,159,159,10,15.9,25.76,50,218.86,credit_card,completed,2025-11-29 01:53:09,16475,Huangfurt,Minnesota,CY,2025-12-03,2025-12-05,bobby15@example.com,+1-547-533-8484x2199,mobile_web,False,COUP2140
TXN-F85CE676DCC1,USER-248766,PROD-92991,electronics,2,6513,13026,0,0.0,2344.68,0,15370.68,credit_card,completed,2025-08-27 22:02:09,07154,Lake Jesse,Connecticut,NG,2025-09-01,2025-09-04,jennifer12@example.org,+1-226-377-3454,mobile_web,True,
TXN-69E916ED3E9B,USER-155164,PROD-30392,home,2,1830,3660,0,0.0,658.8,0,4318.8,debit_card,completed,2025-08-08 18:31:09,85999,New Joanne,Arizona,EC,2025-08-12,2025-08-16,lkhan@example.org,(972)440-0499x1547,mobile_web,True,
TXN-CA021871EEFD,USER-461939,PROD-66349,clothing,2,2620,5240,5,262.0,896.04,0,5874.04,debit_card,completed,2025-10-04 19:10:09,66589,Nelsonville,Michigan,DK,2025-10-07,2025-10-06,twong@example.org,7543932966,web,False,COUP4460
TXN-13E2E3476DB7,USER-904624,PROD-27987,books,1,692,692,0,0.0,124.56,0,816.56,upi,completed,2025-08-24 14:03:09,53039,East Tinafort,Massachusetts,HU,2025-08-28,2025-08-30,greenjoe@example.com,649-390-4530x17426,mobile_web,False,
TXN-B83A51FEE45E,USER-175576,PROD-62044,electronics,1,29088,29088,15,4363.2,4450.46,0,29175.26,paypal,completed,2025-07-06 19:03:09,84218,Michaelbury,Iowa,CR,2025-07-12,2025-07-10,vhernandez@example.net,(768)378-3391x878,web,False,COUP1341
TXN-C8C747B87941,USER-440544,PROD-32527,jewelry,2,61305,122610,15,18391.5,18759.33,0,122977.83,credit_card,completed,2025-09-28 18:11:09,74447,North Mariahaven,Illinois,TO,2025-10-04,2025-10-04,franklinbond@example.com,439-871-8707,web,False,COUP6083
